Year,ISO3,population
1989,JEY,82943.0
1990,JEY,83684.0
1991,JEY,84688.0
1992,JEY,85091.0
1993,JEY,85354.0
1994,JEY,85603.0
1995,JEY,85801.0
1996,JEY,85939.0
1997,JEY,86416.0
1998,JEY,86905.0
1999,JEY,87351.0
2000,JEY,87710.0
2001,JEY,87971.0
2002,JEY,88805.0
2003,JEY,89789.0
2004,JEY,90770.0
2005,JEY,91755.0
2006,JEY,92742.0
2007,JEY,93714.0
2008,JEY,94700.0
2009,JEY,95660.0
2010,JEY,96630.0
2011,JEY,97585.0
2012,JEY,98474.0
2013,JEY,99348.0
2014,JEY,100161.0
2015,JEY,100975.0
2016,JEY,101459.0
2017,JEY,101924.0
2018,JEY,102326.0
2019,JEY,102710.0
2020,JEY,103003.0
2021,JEY,103257.0
2022,JEY,103398.0
2023,JEY,103583.0
2024,JEY,103766.0
2025,JEY,103925.0
2026,JEY,104052.0
2027,JEY,104159.0
2028,JEY,104270.0
2029,JEY,104374.0
2030,JEY,104470.0
2031,JEY,104566.0
2032,JEY,104651.0
2033,JEY,104747.0
2034,JEY,104837.0
2035,JEY,104919.0
2036,JEY,104984.0
2037,JEY,105028.0
2038,JEY,105094.0
2039,JEY,105143.0
2040,JEY,105164.0
2041,JEY,105215.0
2042,JEY,105223.0
2043,JEY,105242.0
2044,JEY,105236.0
2045,JEY,105209.0
2046,JEY,105169.0
2047,JEY,105123.0
2048,JEY,105042.0
2049,JEY,104968.0
2050,JEY,104838.0
2051,JEY,104695.0
2052,JEY,104533.0
2053,JEY,104356.0
2054,JEY,104164.0
2055,JEY,103957.0
2056,JEY,103738.0
2057,JEY,103497.0
2058,JEY,103267.0
2059,JEY,103033.0
2060,JEY,102801.0
2061,JEY,102577.0
2062,JEY,102357.0
2063,JEY,102152.0
2064,JEY,101968.0
2065,JEY,101776.0
2066,JEY,101589.0
2067,JEY,101437.0
2068,JEY,101289.0
2069,JEY,101166.0
2070,JEY,101046.0
2071,JEY,100918.0
2072,JEY,100795.0
2073,JEY,100692.0
2074,JEY,100581.0
2075,JEY,100487.0
2076,JEY,100420.0
2077,JEY,100363.0
2078,JEY,100279.0
2079,JEY,100213.0
2080,JEY,100167.0
2081,JEY,100125.0
2082,JEY,100111.0
2083,JEY,100094.0
2084,JEY,100077.0
2085,JEY,100043.0
2086,JEY,100007.0
2087,JEY,99983.0
2088,JEY,99977.0
2089,JEY,99999.0
2090,JEY,99996.0
2091,JEY,99987.0
2092,JEY,99980.0
2093,JEY,99965.0
2094,JEY,99959.0
2095,JEY,99931.0
2096,JEY,99932.0
2097,JEY,99904.0
2098,JEY,99870.0
2099,JEY,99848.0
2100,JEY,99817.0
2101,JEY,99803.0
1950,JOR,423438.0
1951,JOR,454166.0
1952,JOR,488136.0
1953,JOR,524753.0
1954,JOR,563444.0
1955,JOR,604247.0
1956,JOR,646887.0
1957,JOR,691315.0
1958,JOR,737395.0
1959,JOR,784249.0
1960,JOR,830969.0
1961,JOR,875973.0
1962,JOR,919208.0
1963,JOR,961901.0
1964,JOR,1007527.0
1965,JOR,1063754.0
1966,JOR,1135127.0
1967,JOR,1221592.0
1968,JOR,1320774.0
1969,JOR,1424147.0
1970,JOR,1522052.0
1971,JOR,1608274.0
1972,JOR,1682015.0
1973,JOR,1747096.0
1974,JOR,1809092.0
1975,JOR,1869272.0
1976,JOR,1928838.0
1977,JOR,1987515.0
1978,JOR,2050489.0
1979,JOR,2116702.0
1980,JOR,2191062.0
1981,JOR,2277311.0
1982,JOR,2373723.0
1983,JOR,2480130.0
1984,JOR,2594485.0
1985,JOR,2714891.0
1986,JOR,2842729.0
1987,JOR,2977044.0
1988,JOR,3118224.0
1989,JOR,3267854.0
1990,JOR,3431400.0
1991,JOR,3812416.0
1992,JOR,4017883.0
1993,JOR,4237502.0
1994,JOR,4458537.0
1995,JOR,4664275.0
1996,JOR,4839917.0
1997,JOR,4985115.0
1998,JOR,5107455.0
1999,JOR,5221114.0
2000,JOR,5331775.0
2001,JOR,5442116.0
2002,JOR,5555672.0
2003,JOR,5676461.0
2004,JOR,5807196.0
2005,JOR,5956927.0
2006,JOR,6102248.0
2007,JOR,6752494.0
2008,JOR,6901960.0
2009,JOR,7077772.0
2010,JOR,7205735.0
2011,JOR,7388352.0
2012,JOR,7572496.0
2013,JOR,7601759.0
2014,JOR,8381859.0
2015,JOR,9201562.0
2016,JOR,9887896.0
2017,JOR,10124837.0
2018,JOR,10343615.0
2019,JOR,10580997.0
2020,JOR,10762786.0
2021,JOR,10967669.0
2022,JOR,11165043.0
2023,JOR,11347484.0
2024,JOR,11530943.0
2025,JOR,11574809.0
2026,JOR,11466560.0
2027,JOR,11712505.0
2028,JOR,11926422.0
2029,JOR,12142498.0
2030,JOR,12348965.0
2031,JOR,12548587.0
2032,JOR,12756521.0
2033,JOR,12953352.0
2034,JOR,13148087.0
2035,JOR,13342249.0
2036,JOR,13539419.0
2037,JOR,13737101.0
2038,JOR,13943387.0
2039,JOR,14153246.0
2040,JOR,14360147.0
2041,JOR,14582447.0
2042,JOR,14786577.0
2043,JOR,14980728.0
2044,JOR,15174872.0
2045,JOR,15372207.0
2046,JOR,15571760.0
2047,JOR,15752885.0
2048,JOR,15930391.0
2049,JOR,16112390.0
2050,JOR,16282670.0
2051,JOR,16452039.0
2052,JOR,16598295.999999998
2053,JOR,16756397.0
2054,JOR,16890234.0
2055,JOR,17023115.0
2056,JOR,17167335.0
2057,JOR,17300079.0
2058,JOR,17446916.0
2059,JOR,17590125.0
2060,JOR,17733193.0
2061,JOR,17871248.0
2062,JOR,18012440.0
2063,JOR,18160581.0
2064,JOR,18293094.0
2065,JOR,18415315.0
2066,JOR,18550535.0
2067,JOR,18685958.0
2068,JOR,18802023.0
2069,JOR,18941062.0
2070,JOR,19048279.0
2071,JOR,19171270.0
2072,JOR,19286350.0
2073,JOR,19395606.0
2074,JOR,19501991.0
2075,JOR,19598444.0
2076,JOR,19704891.0
2077,JOR,19798211.0
2078,JOR,19889703.0
2079,JOR,19976195.0
2080,JOR,20067614.0
2081,JOR,20152745.0
2082,JOR,20249541.0
2083,JOR,20335375.0
2084,JOR,20395751.0
2085,JOR,20463125.0
2086,JOR,20541192.0
2087,JOR,20604519.0
2088,JOR,20674572.0
2089,JOR,20744110.0
2090,JOR,20825360.0
2091,JOR,20890527.0
2092,JOR,20975614.0
2093,JOR,21024926.0
2094,JOR,21073460.0
2095,JOR,21106015.0
2096,JOR,21163940.0
2097,JOR,21197559.0
2098,JOR,21236194.0
2099,JOR,21277928.0
2100,JOR,21306183.0
2101,JOR,21339668.0
1950,JPN,85696541.0
1951,JPN,87190012.0
1952,JPN,88509840.0
1953,JPN,89760423.0
1954,JPN,90887945.0
1955,JPN,91927400.0
1956,JPN,92923556.0
1957,JPN,93760459.0
1958,JPN,94457494.0
1959,JPN,95236419.0
1960,JPN,96009537.0
1961,JPN,96789970.0
1962,JPN,97645217.0
1963,JPN,98507594.0
1964,JPN,99408868.0
1965,JPN,100371488.0
1966,JPN,101460551.0
1967,JPN,102315119.0
1968,JPN,103615936.0
1969,JPN,104859006.0
1970,JPN,106091333.0
1971,JPN,107333403.0
1972,JPN,108570656.0
1973,JPN,109907254.0
1974,JPN,111322219.0
1975,JPN,112697169.0
1976,JPN,113945223.0
1977,JPN,115060368.0
1978,JPN,116088186.0
1979,JPN,117065703.0
1980,JPN,117977409.0
1981,JPN,118740103.0
1982,JPN,119248004.0
1983,JPN,119723546.0
1984,JPN,120174347.0
1985,JPN,120594441.0
1986,JPN,121069886.0
1987,JPN,121663583.0
1988,JPN,122223591.0
1989,JPN,122730314.0
1990,JPN,123164512.0
1991,JPN,123635017.0
1992,JPN,124144724.0
1993,JPN,124622691.0
1994,JPN,125057225.0
1995,JPN,125516496.0
1996,JPN,125828834.0
1997,JPN,126121770.0
1998,JPN,126410088.0
1999,JPN,126688274.0
2000,JPN,126914854.0
2001,JPN,127140724.0
2002,JPN,127379572.0
2003,JPN,127589624.0
2004,JPN,127752879.0
2005,JPN,127878669.0
2006,JPN,127947992.0
2007,JPN,128046503.0
2008,JPN,128128861.0
2009,JPN,128183119.0
2010,JPN,128201820.0
2011,JPN,128168730.0
2012,JPN,128024135.0
2013,JPN,127832435.0
2014,JPN,127614856.0
2015,JPN,127358353.0
2016,JPN,127193392.0
2017,JPN,127126510.0
2018,JPN,127002870.0
2019,JPN,126823995.0
2020,JPN,126574852.0
2021,JPN,126034234.0
2022,JPN,125324442.0
2023,JPN,124670714.0
2024,JPN,124071179.0
2025,JPN,123434903.0
2026,JPN,122772055.0
2027,JPN,122083407.0
2028,JPN,121381274.0
2029,JPN,120667422.0
2030,JPN,119948756.0
2031,JPN,119219487.0
2032,JPN,118484683.0
2033,JPN,117743598.0
2034,JPN,117001350.0
2035,JPN,116252152.0
2036,JPN,115500146.0
2037,JPN,114750985.0
2038,JPN,114003817.0
2039,JPN,113263411.0
2040,JPN,112525652.0
2041,JPN,111790955.0
2042,JPN,111053931.0
2043,JPN,110330784.0
2044,JPN,109613978.0
2045,JPN,108905079.0
2046,JPN,108198910.0
2047,JPN,107502251.0
2048,JPN,106813689.0
2049,JPN,106134969.0
2050,JPN,105458719.0
2051,JPN,104787616.0
2052,JPN,104117301.0
2053,JPN,103438959.0
2054,JPN,102762816.0
2055,JPN,102068554.0
2056,JPN,101374150.0
2057,JPN,100663334.0
2058,JPN,99946147.0
2059,JPN,99220835.0
2060,JPN,98476939.0
2061,JPN,97729498.0
2062,JPN,96977794.0
2063,JPN,96222385.0
2064,JPN,95465152.0
2065,JPN,94706563.0
2066,JPN,93941783.0
2067,JPN,93185457.0
2068,JPN,92439351.0
2069,JPN,91696230.0
2070,JPN,90969383.0
2071,JPN,90254159.0
2072,JPN,89568521.0
2073,JPN,88903415.0
2074,JPN,88258546.0
2075,JPN,87645457.0
2076,JPN,87060236.0
2077,JPN,86501088.0
2078,JPN,85964316.0
2079,JPN,85453235.0
2080,JPN,84965379.0
2081,JPN,84494552.0
2082,JPN,84045225.0
2083,JPN,83608569.0
2084,JPN,83187296.0
2085,JPN,82773452.0
2086,JPN,82368102.0
2087,JPN,81971672.0
2088,JPN,81584696.0
2089,JPN,81203259.0
2090,JPN,80823136.0
2091,JPN,80445650.0
2092,JPN,80069798.0
2093,JPN,79689594.0
2094,JPN,79311570.0
2095,JPN,78936200.0
2096,JPN,78559278.0
2097,JPN,78178745.0
2098,JPN,77802525.0
2099,JPN,77423245.0
2100,JPN,77038488.0
2101,JPN,76653490.0
1950,KAZ,6671659.0
1951,KAZ,6902639.0
1952,KAZ,7139178.0
1953,KAZ,7378440.0
1954,KAZ,7618540.0
1955,KAZ,7865521.0
1956,KAZ,8121741.0
1957,KAZ,8391662.0
1958,KAZ,8676138.0
1959,KAZ,8969144.0
1960,KAZ,9275206.0
1961,KAZ,9584756.0
1962,KAZ,9899413.0
1963,KAZ,10218444.0
1964,KAZ,10536487.0
1965,KAZ,10844132.0
1966,KAZ,11142235.0
1967,KAZ,11435744.0
1968,KAZ,11733113.0
1969,KAZ,12025251.0
1970,KAZ,12287173.0
1971,KAZ,12550941.0
1972,KAZ,12818685.0
1973,KAZ,13084911.0
1974,KAZ,13331332.0
1975,KAZ,13577809.0
1976,KAZ,13823876.0
1977,KAZ,14173600.0
1978,KAZ,14532930.0
1979,KAZ,14890064.0
1980,KAZ,15067328.0
1981,KAZ,15238569.0
1982,KAZ,15407594.0
1983,KAZ,15577596.0
1984,KAZ,15753506.0
1985,KAZ,15935736.0
1986,KAZ,16126443.0
1987,KAZ,16398962.0
1988,KAZ,16656468.0
1989,KAZ,16905869.0
1990,KAZ,17088157.0
1991,KAZ,17219952.0
1992,KAZ,17337248.0
1993,KAZ,17328001.0
1994,KAZ,17220974.0
1995,KAZ,16866569.0
1996,KAZ,16594503.0
1997,KAZ,16237551.0
1998,KAZ,15848950.0
1999,KAZ,15446621.0
2000,KAZ,15465128.0
2001,KAZ,15537077.0
2002,KAZ,15614023.0
2003,KAZ,15699332.0
2004,KAZ,15795429.0
2005,KAZ,15904890.0
2006,KAZ,16031343.0
2007,KAZ,16176088.0
2008,KAZ,16338340.0
2009,KAZ,16514710.0
2010,KAZ,16724982.0
2011,KAZ,16948639.0
2012,KAZ,17183366.0
2013,KAZ,17428846.0
2014,KAZ,17684158.0
2015,KAZ,17948412.0
2016,KAZ,18219926.0
2017,KAZ,18507273.0
2018,KAZ,18796589.0
2019,KAZ,19068864.0
2020,KAZ,19350246.0
2021,KAZ,19613988.0
2022,KAZ,19873218.0
2023,KAZ,20196000.0
2024,KAZ,20464208.0
2025,KAZ,20720934.0
2026,KAZ,20966575.0
2027,KAZ,21200678.0
2028,KAZ,21431677.0
2029,KAZ,21663609.0
2030,KAZ,21890421.0
2031,KAZ,22115965.0
2032,KAZ,22338117.0
2033,KAZ,22567174.0
2034,KAZ,22791582.0
2035,KAZ,23014843.0
2036,KAZ,23237060.0
2037,KAZ,23461102.0
2038,KAZ,23681374.0
2039,KAZ,23905413.0
2040,KAZ,24130360.0
2041,KAZ,24363286.0
2042,KAZ,24591958.0
2043,KAZ,24823991.0
2044,KAZ,25058049.0
2045,KAZ,25292410.0
2046,KAZ,25527102.0
2047,KAZ,25758650.0
2048,KAZ,25992857.0
2049,KAZ,26220823.0
2050,KAZ,26436975.0
2051,KAZ,26651554.0
2052,KAZ,26863488.0
2053,KAZ,27074071.0
2054,KAZ,27282847.0
2055,KAZ,27480173.0
2056,KAZ,27678495.0
2057,KAZ,27872014.0
2058,KAZ,28048831.0
2059,KAZ,28224513.0
2060,KAZ,28399692.0
2061,KAZ,28569196.0
2062,KAZ,28737023.0
2063,KAZ,28900605.0
2064,KAZ,29063199.0
2065,KAZ,29222925.0
2066,KAZ,29383827.0
2067,KAZ,29537110.0
2068,KAZ,29686403.0
2069,KAZ,29837094.0
2070,KAZ,29995317.0
2071,KAZ,30147487.0
2072,KAZ,30297977.0
2073,KAZ,30445021.0
2074,KAZ,30589963.0
2075,KAZ,30741332.0
2076,KAZ,30889102.0
2077,KAZ,31035946.0
2078,KAZ,31181970.0
2079,KAZ,31328520.0
2080,KAZ,31462474.0
2081,KAZ,31599981.0
2082,KAZ,31737126.0
2083,KAZ,31862625.0
2084,KAZ,31997367.0
2085,KAZ,32124711.0
2086,KAZ,32248632.0
2087,KAZ,32371749.0
2088,KAZ,32493858.0
2089,KAZ,32604849.0
2090,KAZ,32713309.0
2091,KAZ,32818713.000000004
2092,KAZ,32921551.0
2093,KAZ,33017449.999999996
2094,KAZ,33118290.999999996
2095,KAZ,33216369.0
2096,KAZ,33315008.0
2097,KAZ,33405907.0
2098,KAZ,33485440.000000004
2099,KAZ,33562220.0
2100,KAZ,33637669.0
2101,KAZ,33706692.0
1950,KEN,5711674.0
1951,KEN,5826695.0
1952,KEN,5960456.0
1953,KEN,6106133.0
1954,KEN,6261648.0
1955,KEN,6434634.0
1956,KEN,6623959.0
1957,KEN,6831421.0
1958,KEN,7058315.0
1959,KEN,7291263.0
1960,KEN,7554227.0
1961,KEN,7836387.0
1962,KEN,8139152.0
1963,KEN,8459465.0
1964,KEN,8796477.0
1965,KEN,9150594.0
1966,KEN,9525563.0
1967,KEN,9910069.0
1968,KEN,10312044.0
1969,KEN,10725601.0
1970,KEN,11153789.0
1971,KEN,11583794.0
1972,KEN,11994014.0
1973,KEN,12418107.0
1974,KEN,12851563.0
1975,KEN,13288593.0
1976,KEN,13734748.0
1977,KEN,14180498.0
1978,KEN,14677140.0
1979,KEN,15191111.0
1980,KEN,15730221.0
1981,KEN,16306697.0
1982,KEN,16896318.0
1983,KEN,17516032.0
1984,KEN,18176715.0
1985,KEN,18853097.0
1986,KEN,19550438.0
1987,KEN,20252854.0
1988,KEN,20979339.0
1989,KEN,21733099.0
1990,KEN,22503769.0
1991,KEN,23281534.0
1992,KEN,24011493.0
1993,KEN,24753426.0
1994,KEN,25480950.0
1995,KEN,26233310.0
1996,KEN,26970193.0
1997,KEN,27718229.0
1998,KEN,28485306.0
1999,KEN,29290809.0
2000,KEN,30176006.0
2001,KEN,31109774.0
2002,KEN,32128566.0
2003,KEN,33131051.0
2004,KEN,34173395.0
2005,KEN,35253516.0
2006,KEN,36339452.0
2007,KEN,37468564.0
2008,KEN,38604135.0
2009,KEN,39808568.0
2010,KEN,41009214.0
2011,KEN,42187919.0
2012,KEN,43329003.0
2013,KEN,44447603.0
2014,KEN,45525978.0
2015,KEN,46576903.0
2016,KEN,47600149.0
2017,KEN,48679225.0
2018,KEN,49716306.0
2019,KEN,50697909.0
2020,KEN,51707746.0
2021,KEN,52726921.0
2022,KEN,53711410.0
2023,KEN,54793511.0
2024,KEN,55884494.0
2025,KEN,56981395.0
2026,KEN,58083590.0
2027,KEN,59189233.0
2028,KEN,60302272.0
2029,KEN,61418617.0
2030,KEN,62539756.0
2031,KEN,63664735.0
2032,KEN,64795500.0
2033,KEN,65922569.0
2034,KEN,67047051.99999999
2035,KEN,68162208.0
2036,KEN,69269610.0
2037,KEN,70368161.0
2038,KEN,71452641.0
2039,KEN,72529227.0
2040,KEN,73586305.0
2041,KEN,74631421.0
2042,KEN,75657282.0
2043,KEN,76666166.0
2044,KEN,77652082.0
2045,KEN,78617878.0
2046,KEN,79559793.0
2047,KEN,80484958.0
2048,KEN,81392336.0
2049,KEN,82282993.0
2050,KEN,83160549.0
2051,KEN,84025929.0
2052,KEN,84877417.0
2053,KEN,85711113.0
2054,KEN,86530780.0
2055,KEN,87335077.0
2056,KEN,88129227.0
2057,KEN,88910520.0
2058,KEN,89689615.0
2059,KEN,90455869.0
2060,KEN,91203646.0
2061,KEN,91935514.0
2062,KEN,92652231.0
2063,KEN,93349988.0
2064,KEN,94020161.0
2065,KEN,94669848.0
2066,KEN,95295120.0
2067,KEN,95901567.0
2068,KEN,96481272.0
2069,KEN,97039884.0
2070,KEN,97571600.0
2071,KEN,98079711.0
2072,KEN,98565909.0
2073,KEN,99029404.0
2074,KEN,99460528.0
2075,KEN,99869307.0
2076,KEN,100255933.0
2077,KEN,100625642.0
2078,KEN,100970358.0
2079,KEN,101292880.0
2080,KEN,101597898.0
2081,KEN,101889350.0
2082,KEN,102156022.0
2083,KEN,102402151.0
2084,KEN,102633005.0
2085,KEN,102845566.0
2086,KEN,103044862.0
2087,KEN,103230403.0
2088,KEN,103399436.0
2089,KEN,103556964.0
2090,KEN,103700415.0
2091,KEN,103827840.0
2092,KEN,103935007.0
2093,KEN,104025997.0
2094,KEN,104096768.0
2095,KEN,104153462.0
2096,KEN,104197492.0
2097,KEN,104228055.0
2098,KEN,104234533.0
2099,KEN,104234482.0
2100,KEN,104215393.0
2101,KEN,104175608.0
1950,KGZ,1733066.0
1951,KGZ,1769213.0
1952,KGZ,1805831.0
1953,KGZ,1843350.0
1954,KGZ,1881713.0
1955,KGZ,1922577.0
1956,KGZ,1966230.0
1957,KGZ,2013009.0
1958,KGZ,2063645.0
1959,KGZ,2118062.0
1960,KGZ,2180528.0
1961,KGZ,2250489.0
1962,KGZ,2326843.0
1963,KGZ,2407745.0
1964,KGZ,2490740.0
1965,KGZ,2573562.0
1966,KGZ,2656552.0
1967,KGZ,2738715.0
1968,KGZ,2821623.0
1969,KGZ,2904164.0
1970,KGZ,2985517.0
1971,KGZ,3064768.0
1972,KGZ,3138116.0
1973,KGZ,3209772.0
1974,KGZ,3279968.0
